#Doc №	Subject	Source	Date
L2/18-188	Feedback related to the relationship of Unicode encoding schemes and UTF encodings in the Web Platform	Henri Sivonen	2018-05-29
L2/18-189	IRG Meeting #50 Recommendations and Action Items	IRG	2018-05-29
L2/18-190	Proposal to properly support American style Dozenal notation	Eduardo Marín Silva	2018-05-31
L2/18-191	Comments on Emoji 12.0 Candidates	Charlotte Buff	2018-06-02
L2/18-192	Response to Charlotte Buff on emoji 12.0 candidates	Eduardo Marín Silva	2018-06-02
L2/18-193	Analysis of Shuishu character repertoire (WG2 N4956)	Andrew West, Eiso Chan	2018-06-04
L2/18-194	Proposal to encode seven additional Tangut components (WG2 N4957)	Andrew West	2018-06-04
L2/18-195	Request to explain why certain sets of accepted characters have not advanced their ISO stage	Eduardo Marín Silva	2018-06-06
L2/18-196	Response to L2/18-195,’Request to explain why certain sets of accepted characters have not advanced their ISO stage’	Ken Whistler	2018-06-06
L2/18-197	Proposal for New NINJA Emoji	Avi Toltzis	2018-06-07
L2/18-198	A contribution to the discussion about the colour modification of characters	William Overington	2018-06-07
L2/18-199	Proposal for Camouflage Helmet Emoji	Jace Voracek	2018-06-07
L2/18-200	Feather Emoji Submission	Sumesh Dugar, et al	2018-06-07
L2/18-201	Proposal to incorporate the symbols of ISO/IEC 9995-7:2009 and its Amendment 1 and of ISO/IEC 9995-10:2013 (replaces L2/17-072)	SC35	2018-06-12
L2/18-202	Fixes to emoji data files for v12.0 (revision 3)	ESC / Mark Davis	2018-07-25
L2/18-203	Coded Hashes of Arbitrary Images (L2/16-105)	Mark Davis	2018-06-13
L2/18-204	Proposal for New Valid Emoji Sequence (Lighthouse)	Helen Wallace	2018-06-19
L2/18-205	Results of the ad-hoc meeting on Assamese in London, 2018-06-19	Michael Everson	2018-06-26
L2/18-206	1120 more superscripts, subscripts and small capitals	Piotr Grochowski	2018-06-25
L2/18-207	TAMIL homograph sequences for addition to chapter 12	Asmus Freytag	2018-06-26
L2/18-208	White Wine Glass Emoji ZWJ Sequence for RGI	Lauren Svoboda	2018-06-26
L2/18-209	Recommendations from WG 2 meeting 67 (WG2 N4954)	WG 2	2018-06-28
L2/18-210	Comments on WG2 #67 documents (June 2018)	Deborah Anderson, et al	2018-06-28
L2/18-211	Additional repertoire for ISO/IEC 10646:2017 (5th ed.) beyond Amendment 2 (WG2 N4982R)	Michel Suignard	2018-06-28
L2/18-212	Additional repertoire for ISO/IEC 10646:2017 (5th ed.) Amendment 2 (DAM2) (WG2 N5000)	Michel Suignard	2018-06-28
L2/18-213	Khitan Small Script Ad Hoc Report (London)	Deborah Anderson, et al	2018-06-28
L2/18-214	Feedback on: Additional repertoire for ISO/IEC 10646:2017 (5th ed.) beyond Amendment 2; (L2/18-211)	Eduardo Marín Silva	2018-06-28
L2/18-215	Inhaler Emoji Proposal	Tom Adams, Jerri Wilson	2018-07-03
L2/18-216	Canonical Ordering of Marks in Thai Script	Peter Constable	2018-07-09
L2/18-217	WG2 Consent Docket	Deborah Anderson, et al	2018-07-10
L2/18-218	Magic Wand Emoji Proposal	Emojination / Chasen Le Hara	2018-07-10
L2/18-219	Feedback on ESC recommendations for draft candidates for Emoji 12.0 (L2/18143R2)	Andrew West	2018-07-16
L2/18-220	Unicode 12.1 Planning Considerations	Ken Whistler	2018-07-16
L2/18-221	Additional repertoire for ISO/IEC 10646:2017 (6th ed.) CD	Michel Suignard	2018-07-16
L2/18-222	ESC Recommendations for 2018Q3 UTC (revision 3)	ESC	2018-07-25
L2/18-223	UTS #51: add skin-tone/gender info for groups (revised)	Mark Davis	2018-07-26
L2/18-224	Report of Ad hoc Meeting on Copyright of Code Chart of ISO/IEC 10646	SC2	2018-07-17
L2/18-225	Cross-Platform Unspecified-Gender Images	Jennifer Daniel, Seb Grubb	2018-07-17
L2/18-226	Emoji Skin-Tone Combinatorics	Mark Davis	2018-07-18
L2/18-227	Unspecified-Gender Census	Mark Davis	2018-07-18
L2/18-228	Proposal for Inter-Skintone Couple Emoji Sequences	Jennifer 8. Lee, et al	2018-07-17
L2/18-229	Proposal for Deaf Person Emoji (revised)	Apple Inc.	2018-07-25
L2/18-230	Recently Closed Action Items (since 2018-04-26)	Rick McGowan	2018-07-17
L2/18-231	Comments on Public Review Issues (April 26 - July 23, 2018)	Rick McGowan	2018-07-23
L2/18-232	Feedback on pushpika	Deborah Anderson	2018-07-17
L2/18-233	Frisian flag Emoji Submission	Annas Smit, Ydwine Scarse	2018-07-17
L2/18-234	Feedback on draft candidates for Emoji 12.0 (L2/18-143R2) (WG2 N5008)	Michael Everson	2018-07-23
L2/18-235	Proposal to add characters from legacy computers and teletext (replaces 17-435R) [see also version without attachments, mapping files, mapping spreadsheet]	Doug Ewell, et al	2018-07-23
L2/18-236	A note on the syntax of Ancient Egyptian hieroglyphic control characters	Mark-Jan Nederhof	2018-07-18
L2/18-237	Brief Report from London meeting of Egyptologists, June 2018	Deborah Anderson	2018-07-18
L2/18-238	Preliminary proposal for encoding the Yezidi script in the SMP	Erdal Karaca, et al	2018-07-19
L2/18-239	SEI Liaison report	Deborah Anderson	2018-07-20
L2/18-240	Brief IR Report from WG2 Meeting #67 (London, June 2018)	Deborah Anderson	2018-07-20
L2/18-241	Recommendations to UTC # 156 July 2018 on Script Proposals	Deborah Anderson, et al	2018-07-25
L2/18-242	Feedback on LATIN LETTER THORN WITH DIAGONAL STROKE	Deborah Anderson	2018-07-22
L2/18-243	China’s comments on Mongolian code charts in UCS5DAM1	China NB	2018-07-20
L2/18-244	Unicode Liaison Report to ISO/IEC JTC1/SC2	Peter Constable	2018-07-20
L2/18-245	Updated proposal on Gongche characters for Kunqu Opera (WG2 N4967)	Eiso Chan, et al	2018-07-22
L2/18-246	Response to Andrew West on feedback on emoji submissions (L2/18-219)	Eduardo Marín Silva	2018-07-22
L2/18-247	Additional information on L2/18-084 TAKRI VOWEL SIGN VOCALIC R (revised)	Deborah Anderson	2018-07-27
L2/18-248	Rendering of and Prescriptions for Marks in the Multilingual Thai Script	Richard Wordingham	2018-07-22
L2/18-249	Responses to Accumulated Feedback from Marcel Schneider on PRI #372	Ken Whistler	2018-07-22
L2/18-250	Unicode Arabic Mark Rendering	Roozbeh Pournader, et al	2018-07-23
L2/18-251	Coded Hashes of Arbitrary Images	Steven Loomis	2018-07-23
L2/18-252	Considerations concerning the publication of ISO/IEC 10646 6th Edition (WG2 N4991)	Michel Suignard	2018-07-23
L2/18-253	Comments on accumulated feedback on Unicode 12.0 draft candidates	ESC / Mark Davis	2018-08-22
L2/18-254	Summary of Mongolian Ad Hoc Meeting at UTC 156, July 23 and 24, 2018	Lisa Moore	2018-07-25
L2/18-255	Proposal to Fix Glyphs in Bopomofo Extended Block and Encode one Bopomofo Letter	TCA / Bobby Tung, et al	2018-07-25
L2/18-256	Proposal for Safety Vest Emoji (and related ZWJ sequence)	ESC / Peter Edberg	2018-07-26
L2/18-257	Feedback on Proposal to incorporate the symbols of ISO/IEC 9995-7:2009 and its Amendment 1 and of ISO/IEC 9995-10:2013	Deborah Anderson, Peter Constable	2018-07-26
L2/18-258	Feedback on Emoji Faces Proposal for Unicode v11 - Supporting Data (L2/17-245)	Kushim Jiang	2018-07-27
L2/18-259	Syloti Nagri feedback	Srinidhi A.	2018-07-27
L2/18-260	Proposal for new emoji PICKUP TRUCK	Nathan Maggio	2018-07-31
L2/18-261	Emoji Proposal: POTTED PLANT	Emojination / Bonnie Discepolo, et al	2018-07-31
L2/18-262	Emoji Proposal: TISSUE BOX	Emojination / Bonnie Discepolo, et al	2018-07-31
L2/18-263	Additional document for kMainlandTelegraph changes	Jaemin Chung	2018-08-07
L2/18-264	Error in three Wancho character names	Deborah Anderson	2018-08-07
L2/18-265	Feather Emoji Proposal	Christian Kamkoff	2018-08-07
L2/18-266	Proposal to Add Grave Emoji	Philippe Kimura-Thollander	2018-08-07
L2/18-267	Proposed Fix for Character Name Restrictions on Use of Hyphen-Minus	Ken Whistler	2018-08-22
L2/18-268	IRG Working Set 2015 Version 6.0 (IRG N2308) & Draft Extension G (WG2 N5006R) [31MB]	IRG	2018-09-19
L2/18-269	IRG Working Set 2017 Version 2.0 (IRG N2309) [18MB]	IRG	2018-08-23
L2/18-270	IRG N2309 IRG Working Set 2017 Version 2.0 UTC Comments [20MB]	UTC / Ken Lunde	2018-08-23
L2/18-271	UTC #157 Agenda	Lisa Moore	2018-09-17
L2/18-272	UTC #157 Minutes	Lisa Moore	2018-09-26
L2/18-273	Recently Closed Action Items (since 2018-07-17)	Rick McGowan	2018-09-13
L2/18-274	Comments on Public Review Issues (July 24 - Sept 14, 2018)	Rick McGowan	2018-09-14
L2/18-275	Proposal to add characters from legacy computers and teletext (replaces L2/18-235) [see also version without attachments, mapping files, mapping spreadsheet]	Doug Ewell, et al	2018-09-07
L2/18-276	Preliminary proposal to encode Book Pahlavi	Anshuman Pandey	2018-08-27
L2/18-277	Proposal for Capsicum Emoji	Heidi Helen Pilypas	2018-08-29
L2/18-278	A Glyph Error of ’Phags-pa Alternate YA (U+A86D)	Lo Dyi-Yuaan	2018-08-30
L2/18-279	Proposal to define new Unihan Database property: kUnihanCore2020 (IRG N 2334R) (revised)	Ken Lunde	2018-10-04
L2/18-280	Discussion of ’Glyph Error of ’Phags-pa Alternate YA’ (WG2 N5012)	Andrew West	2018-08-31
L2/18-281	Comments on proposed Vietnamese Reading Marks (WG2 N5011)	Andrew West, et al	2018-08-31
L2/18-282	Proposal to encode ADLAM LETTER APOSTROPHE for ADLaM script (revised)	Abdoulaye Barry, et al	2018-09-17
L2/18-283	Proposal to encode the Palaeohispanic script	Joan Ferrer, et al	2018-08-31
L2/18-284	Preliminary proposal for encoding the Yezidi script	Erdal Karaca, et al	2018-08-31
L2/18-285	Further information on Khitan Small Script clusters	Deborah Anderson	2018-08-31
L2/18-286	Feedback on N4836 (L2/17-236) Proposal to add LATIN LETTER THORN WITH DIAGONAL	Peter Stokes, et al	2018-08-31
L2/18-287	Further remarks on the encoding model of Vedic gomukha characters	Shriramana Sharma	2018-09-05
L2/18-288	Request to add 15 U-source ideographs (12MB)	Jaemin Chung	2018-09-06
L2/18-289	Proposed kTaiwanTelegraph changes (55MB)	Jaemin Chung	2018-09-06
L2/18-290	Proposal to add 9 Taiwanese and 2 Hakka ideographs to UAX #45	Peter Burkimsher	2018-09-07
L2/18-291	Draft Revised IICore Radical-stroke Charts	John Jenkins	2018-09-13
L2/18-292	UAX #45 Radical-stroke Charts	John Jenkins	2018-09-13
L2/18-293	Solution for NNBSP Issues	Badral Sanlig, Munkh-Uchral Enkhtur	2018-09-15
L2/18-294	Proposal to encode two Mongolian letters	Badral Sanlig, et al	2018-09-15
L2/18-295	US/Unicode Activity Report for IRG #51 (Revised, IRG N2324R)	Ken Lunde	2018-10-15
L2/18-296	Freeze Bidi maximum explicit level at 125	Markus Scherer	2018-09-14
L2/18-297	Proposed Update UAX #44 Unicode Character Database	Mark Davis, et al	2018-09-14
L2/18-298	Proposed Draft UTR #53, Unicode Arabic Mark Rendering (HTML version)	Roozbeh Pournader, et al	2018-09-14
L2/18-299	SEI Liaison Report	Deborah Anderson	2018-09-14
L2/18-300	Recommendations to UTC #157 on Script Proposals	Deborah Anderson, et al	2018-09-14
L2/18-301	Deprecation Inconsistencies in Code Chart Annotations	Charlotte Buff	2018-09-16
L2/18-302	Additional repertoire for ISO/IEC 10646:2017 (6th ed.) CD, Revised (WG2 N5006R)	Michel Suignard	2018-09-17
L2/18-303	Revised EXTERNAL LINK Proposal	Devin Bayer	2018-09-18
L2/18-304	Working Draft of Proposed Update UAX #38 Unicode Han Database (Unihan)	John Jenkins	2018-09-18
L2/18-305	Working Draft of Draft UTR #53 Unicode Arabic Mark Rendering	Roozbeh Pournader, et al	2018-09-18
L2/18-306	RGI emoji sequences for people in wheelchairs and with probing cane	Peter Edberg	2018-09-18
L2/18-307	ESC Recommendations for 2018Q4 UTC	ESC	2018-09-18
L2/18-308	Working Draft of Proposed Update UTR #51, Unicode Emoji	Mark Davis, Peter Edberg	2018-09-18
L2/18-309	Future Additions to ISO/IEC 10646 (July and Sept. 2018)	Deborah Anderson	2018-09-21
L2/18-310	Coin Emoji Proposal	Emojination / David McCarthy, et al	2018-09-25
L2/18-311	Proposal for New Emoji: Disguised Face	Mo Hy	2018-09-25
L2/18-312	Comments on SC2 N4635, CD Text of 10646 6th Edition	Peter Constable	2018-10-22
L2/18-313	Correcting the name and position of U+262C currently labeled as ADI SHAKTI	Amandeep Singh	2018-10-02
L2/18-314	Mongolian Ad Hoc meeting summary	Deborah Anderson, et	2018-10-09
L2/18-315	UTC Response to IRG Working Set 2017 Version 2.0 (IRG N2309) Consolidated Comments	UTC / Ken Lunde	2018-10-15
L2/18-316	Comments on L2/18-293 and L2/18-294 [Mongolian]	Liang Hai	2018-10-15
L2/18-317	Proposal for FLY Emoji	Emojination / Athena Dang, Justin Bai	2018-10-16
L2/18-318	Response to L2/18-281 (Comments on proposed Vietnamese Reading Marks)	Lee Collins, Ngô Thanh Nhàn	2018-10-22
L2/18-319	Proposal for Bindi before Bihari in Gurmukhi	Manvir Singh	2018-10-23
L2/18-320	Proposal for LADDER Emoji	Emojination / Kelly Marie Blanchat	2018-10-23
L2/18-321	Comments and initial review of L2/17-337	Deborah Anderson	2018-10-25
L2/18-322	IRG #51 Liaison Report	Ken Lunde	2018-10-26
L2/18-323	Proposal to add the Open Four character	Aaron Franke	2018-10-26
L2/18-324	Annotation additions for U+2C71	Eiso Chan	2018-11-02
L2/18-325	Wrapped Food in Leaf Emoji Proposal	Emojination / Chasen Le Hara	2018-11-09
L2/18-326	Annotation modifications for Miao block (revised)	Eiso Chan	2018-11-28
L2/18-327	Hook Emoji Submission	Charles Hooker	2018-11-13
L2/18-328	Proposal for New Emoji: Fondue	Tobias Bolzern, Stefan Wehrle	2018-11-15
L2/18-329	Proposal for New Emoji: Elevator / Stairs	Kate Ingham-Smith	2018-11-15
L2/18-330	Extending the ScriptExtensions property of Ardhavisarga for Oriya	Srinidhi A, Sridatta A	2018-11-21
L2/18-331	Boomerang Emoji Proposal	Callum Ponton, et al	2018-11-21
L2/18-332	Tai Tham ad hoc meeting report	Liang Hai	2018-11-27
L2/18-333	Proposal to encode Old Uyghur in Unicode (replaces L2/18-126)	Anshuman Pandey	2018-11-30
L2/18-334	A Critique of L2/18-276 (Book Pahlavi)	Abe Meyers	2018-11-30
L2/18-335	Comments on the preliminary proposal to encode Old Uyghur in Unicode (L2/18-126)	Dai Matsui	2018-12-03
L2/18-336	Comment on spelling of 11FD8 character name	Marc Lodewijck	2018-12-03
L2/18-337	Broaden the scope of what Unicode calls "properties"	Mathias Bynens	2018-12-07
L2/18-338	Proposal to encode LISU LETTER YHA (revised)	Lorna Evans	2019-01-08
L2/18-339	Proposal for addition of mask work symbol (revised)	Ken Shirriff	2019-01-28
L2/18-340	Proposed change to Emoji 12 data for skin tones and sequences	ESC / Peter Edberg, et al	2018-12-18
L2/18-341	Proposal for New RGI Bubble Tea Emoji	Timothy Deng, et al	2018-12-18
L2/18-342	Pointing out a major inconsistency on past decisions to encode new symbols	Eduardo Marín Silva	2018-12-18
L2/18-343	Worm Emoji Proposal	Emojination / Melissa Thermidor	2018-12-18
L2/18-344	Application to include Arabic alphabet shapes to Arabic 0600	Mohammad Mohammad Khair	2018-12-18
L2/18-345	Application by Mr. Mohammad M. Khair for addition of two new characters to the Unicode table of Arabic 0600	Khaled Bakro	2018-12-18
L2/18-346	Request for clarification on historical conjuncts involving Chillus	Cibu Johny, et al	2019-01-02
L2/19-001	Complete UTC Document Register 2018	Rick McGowan	2019-01-02
L2/19-002	Comments on three Arabic-derived letters	Marc Lodewijck	2019-01-02
L2/19-003	Suspicious identity of U+A9B5 JAVANESE VOWEL SIGN TOLONG	Liang Hai, Aditya Bayu Perdana	2019-01-04
L2/19-004	Properties of U+A9BD JAVANESE CONSONANT SIGN KERET	Liang Hai, Aditya Bayu Perdana	2019-01-04
L2/19-005	Proposal to encode ORIYA SIGN OVERLINE	Lorna Evans	2019-01-02
L2/19-006	Proposal to encode the LATIN CAPITAL LETTER AT for Koalib orthography and gender inclusive language in Portuguese and Spanish	Eduardo Marín Silva	2019-01-05
L2/19-007	UTC #158 Agenda	Lisa Moore	2019-01-13
L2/19-008	UTC #158 Minutes	Lisa Moore	2019-01-01
L2/19-009	Recently Closed Action Items (since 2018-09-14)	Rick McGowan	2019-01-10
L2/19-010	Comments on Public Review Issues (Sept 14, 2018 - January 11, 2019)	Rick McGowan	2019-01-11
L2/19-011	Proposal to add one Idu character for the place name to UAX #45	Eiso Chan	2019-01-04
L2/19-012	Proposal for encoding symbols for visual acuity charts	Eduardo Marín Silva	2019-01-07
L2/19-013	UAX 14 Improve Line Breaking Around Numbers	Andy Heninger	2019-01-07
L2/19-014	Revised Regular Expressions in UAX #38	John H. Jenkins	2019-01-07
L2/19-015	Proposed Overhaul of kZVariant Data in the Unihan Database (replaces L2/15-266)	John H. Jenkins	2019-01-07
L2/19-016	Revised proposal to encode Old Uyghur (replaces L2/18-126)	Anshuman Pandey	2019-01-11
L2/19-017	Comments on L2/18-346: Sequences for Unused Malayalam Letters	N. Ganesan	2019-01-08
L2/19-018	ESC Candidate Recommendations for 2019Q1	ESC / Jeremy Burge	2019-01-16
L2/19-019	ESC Report for 2019Q1	ESC / Jeremy Burge	2019-01-16
L2/19-020	ESC comments on 2019Q1 feedback from PRIs 387, 380, 392	ESC / Peter Edberg	2019-01-11
L2/19-021	ESC Modified data files for L2/18-340	ESC / Mark Davis	2019-01-15
L2/19-022	Gendered Emoji Update II	Charlotte Buff	2019-01-08
L2/19-023	Syloti Nagri feedback on L2/18-259	Lorna Evans, et al	2019-01-08
L2/19-024	Proposal to encode SYLOTI NAGRI SIGN ALTERNATE HASANTA	Lorna Evans	2019-01-09
L2/19-025	Proposal to add characters from legacy computers and teletext (replaces L2/18-275) [see also version without attachments, mapping files, mapping spreadsheet]	Doug Ewell, Rebecca Bettencourt, et al	2019-01-08
L2/19-026	Proposed Update UAX #44, Unicode Character Database (HTML version)	Mark Davis, et al	2019-01-09
L2/19-027	Proposed Update UTS #51, Unicode Emoji (HTML version)	Mark Davis, Peter Edberg	2019-01-09
L2/19-028	Proposed Update UAX #45, U-source Ideographs (HTML version)	John H. Jenkins	2019-01-09
L2/19-029	Proposed Update UAX #38, Unicode Han Database (Unihan) (HTML version)	John H. Jenkins, et al	2019-01-09
L2/19-030	Proposed Update UAX #14, Unicode Line Breaking Algorithm (HTML version)	Andy Heninger	2019-01-09
L2/19-031	Proposed Update UTS #10, Unicode Collation Algorithm (HTML version)	Mark Davis, et al	2019-01-09
L2/19-032	Proposed Update UAX #31, Unicode Identifier and Pattern Syntax (HTML version)	Mark Davis	2019-01-09
L2/19-033	Proposed Update UAX #34, Unicode Named Character Sequences (HTML version)	Addison Phillips	2019-01-09
L2/19-034	Proposed Update UAX #29, Unicode Text Segmentation (HTML version)	Mark Davis	2019-01-09
L2/19-035	Proposed Update UTS #39, Unicode Security Mechanisms (HTML version)	Mark Davis, Michel Suignard	2019-01-09
L2/19-036	Proposed Update UAX #42, Unicode Character Database in XML (HTML version)	Eric Muller	2019-01-09
L2/19-037	Proposed Update UAX #9, Unicode Bidirectional Algorithm (HTML version)	Mark Davis, et al	2019-01-09
L2/19-038	Public Review Issue #392: Multi-person Emoji (background document)	ESC / Mark Davis	2019-01-09
L2/19-039	Grapheme break property for U+FF9E and U+FF9F	Eric Muller	2019-01-10
L2/19-040	General category of U+FFFC	Eric Muller	2019-01-10
L2/19-041	Linebreak property value of U+00AD SOFT HYPHEN	Eric Muller	2019-01-10
L2/19-042	Linebreaks inside numbers	Eric Muller	2019-01-10
L2/19-043	Proposal to add one U-source ideograph	Jaemin Chung	2019-01-10
L2/19-044	Bété Script Working Documents	Deborah Anderson	2019-01-10
L2/19-045	New charts for Northern and Southern Palaeohispanic	Joan Ferrer, Deborah Anderson	2019-01-10
L2/19-046	SEI Liaison report	Deborah Anderson	2019-01-10
L2/19-047	Recommendations to UTC #158 January 2019 on Script Proposals	Deborah Anderson, et al	2019-01-13
