#Code	Age	GC	DT	Name	N4M	Trial	NFKCCF	UCA	Δ	Δ	Δ	N4M Hex	Trial Hex	NFKCCF Hex	UCA Hex	Trial Reasons
'1EE15	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TEH	'𞸕	'ت	'ت	'ت	Tr≠N4M			'1EE15	'062A	'062A	'062A	16. NFKC_CF-Font
'1EE16	'6.1	'Lo	'Font	ARABIC MATHEMATICAL THEH	'𞸖	'ث	'ث	'ث	Tr≠N4M			'1EE16	'062B	'062B	'062B	16. NFKC_CF-Font
'1EE17	'6.1	'Lo	'Font	ARABIC MATHEMATICAL KHAH	'𞸗	'خ	'خ	'خ	Tr≠N4M			'1EE17	'062E	'062E	'062E	16. NFKC_CF-Font
'1EE18	'6.1	'Lo	'Font	ARABIC MATHEMATICAL THAL	'𞸘	'ذ	'ذ	'ذ	Tr≠N4M			'1EE18	'0630	'0630	'0630	16. NFKC_CF-Font
'1EE19	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DAD	'𞸙	'ض	'ض	'ض	Tr≠N4M			'1EE19	'0636	'0636	'0636	16. NFKC_CF-Font
'1EE1A	'6.1	'Lo	'Font	ARABIC MATHEMATICAL ZAH	'𞸚	'ظ	'ظ	'ظ	Tr≠N4M			'1EE1A	'0638	'0638	'0638	16. NFKC_CF-Font
'1EE1B	'6.1	'Lo	'Font	ARABIC MATHEMATICAL GHAIN	'𞸛	'غ	'غ	'غ	Tr≠N4M			'1EE1B	'063A	'063A	'063A	16. NFKC_CF-Font
'1EE1C	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOTLESS BEH	'𞸜	'ٮ	'ٮ	'ٮ	Tr≠N4M			'1EE1C	'066E	'066E	'066E	16. NFKC_CF-Font
'1EE1D	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOTLESS NOON	'𞸝	'ں	'ں	'ں	Tr≠N4M			'1EE1D	'06BA	'06BA	'06BA	16. NFKC_CF-Font
'1EE1E	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOTLESS FEH	'𞸞	'ڡ	'ڡ	'ڡ	Tr≠N4M			'1EE1E	'06A1	'06A1	'06A1	16. NFKC_CF-Font
'1EE1F	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOTLESS QAF	'𞸟	'ٯ	'ٯ	'ٯ	Tr≠N4M			'1EE1F	'066F	'066F	'066F	16. NFKC_CF-Font
'1EE21	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL BEH	'𞸡	'ب	'ب	'ب	Tr≠N4M			'1EE21	'0628	'0628	'0628	16. NFKC_CF-Font
'1EE22	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL JEEM	'𞸢	'ج	'ج	'ج	Tr≠N4M			'1EE22	'062C	'062C	'062C	16. NFKC_CF-Font
'1EE24	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL HEH	'𞸤	'ه	'ه	'ه	Tr≠N4M			'1EE24	'0647	'0647	'0647	16. NFKC_CF-Font
'1EE27	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL HAH	'𞸧	'ح	'ح	'ح	Tr≠N4M			'1EE27	'062D	'062D	'062D	16. NFKC_CF-Font
'1EE29	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL YEH	'𞸩	'ي	'ي	'ي	Tr≠N4M			'1EE29	'064A	'064A	'064A	16. NFKC_CF-Font
'1EE2A	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL KAF	'𞸪	'ك	'ك	'ك	Tr≠N4M			'1EE2A	'0643	'0643	'0643	16. NFKC_CF-Font
'1EE2B	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL LAM	'𞸫	'ل	'ل	'ل	Tr≠N4M			'1EE2B	'0644	'0644	'0644	16. NFKC_CF-Font
'1EE2C	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL MEEM	'𞸬	'م	'م	'م	Tr≠N4M			'1EE2C	'0645	'0645	'0645	16. NFKC_CF-Font
'1EE2D	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL NOON	'𞸭	'ن	'ن	'ن	Tr≠N4M			'1EE2D	'0646	'0646	'0646	16. NFKC_CF-Font
'1EE2E	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL SEEN	'𞸮	'س	'س	'س	Tr≠N4M			'1EE2E	'0633	'0633	'0633	16. NFKC_CF-Font
'1EE2F	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL AIN	'𞸯	'ع	'ع	'ع	Tr≠N4M			'1EE2F	'0639	'0639	'0639	16. NFKC_CF-Font
'1EE30	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL FEH	'𞸰	'ف	'ف	'ف	Tr≠N4M			'1EE30	'0641	'0641	'0641	16. NFKC_CF-Font
'1EE31	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL SAD	'𞸱	'ص	'ص	'ص	Tr≠N4M			'1EE31	'0635	'0635	'0635	16. NFKC_CF-Font
'1EE32	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL QAF	'𞸲	'ق	'ق	'ق	Tr≠N4M			'1EE32	'0642	'0642	'0642	16. NFKC_CF-Font
'1EE34	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL SHEEN	'𞸴	'ش	'ش	'ش	Tr≠N4M			'1EE34	'0634	'0634	'0634	16. NFKC_CF-Font
'1EE35	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL TEH	'𞸵	'ت	'ت	'ت	Tr≠N4M			'1EE35	'062A	'062A	'062A	16. NFKC_CF-Font
'1EE36	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL THEH	'𞸶	'ث	'ث	'ث	Tr≠N4M			'1EE36	'062B	'062B	'062B	16. NFKC_CF-Font
'1EE37	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL KHAH	'𞸷	'خ	'خ	'خ	Tr≠N4M			'1EE37	'062E	'062E	'062E	16. NFKC_CF-Font
'1EE39	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL DAD	'𞸹	'ض	'ض	'ض	Tr≠N4M			'1EE39	'0636	'0636	'0636	16. NFKC_CF-Font
'1EE3B	'6.1	'Lo	'Font	ARABIC MATHEMATICAL INITIAL GHAIN	'𞸻	'غ	'غ	'غ	Tr≠N4M			'1EE3B	'063A	'063A	'063A	16. NFKC_CF-Font
'1EE42	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED JEEM	'𞹂	'ج	'ج	'ج	Tr≠N4M			'1EE42	'062C	'062C	'062C	16. NFKC_CF-Font
'1EE47	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED HAH	'𞹇	'ح	'ح	'ح	Tr≠N4M			'1EE47	'062D	'062D	'062D	16. NFKC_CF-Font
'1EE49	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED YEH	'𞹉	'ي	'ي	'ي	Tr≠N4M			'1EE49	'064A	'064A	'064A	16. NFKC_CF-Font
'1EE4B	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED LAM	'𞹋	'ل	'ل	'ل	Tr≠N4M			'1EE4B	'0644	'0644	'0644	16. NFKC_CF-Font
'1EE4D	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED NOON	'𞹍	'ن	'ن	'ن	Tr≠N4M			'1EE4D	'0646	'0646	'0646	16. NFKC_CF-Font
'1EE4E	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED SEEN	'𞹎	'س	'س	'س	Tr≠N4M			'1EE4E	'0633	'0633	'0633	16. NFKC_CF-Font
'1EE4F	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED AIN	'𞹏	'ع	'ع	'ع	Tr≠N4M			'1EE4F	'0639	'0639	'0639	16. NFKC_CF-Font
'1EE51	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED SAD	'𞹑	'ص	'ص	'ص	Tr≠N4M			'1EE51	'0635	'0635	'0635	16. NFKC_CF-Font
'1EE52	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED QAF	'𞹒	'ق	'ق	'ق	Tr≠N4M			'1EE52	'0642	'0642	'0642	16. NFKC_CF-Font
'1EE54	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED SHEEN	'𞹔	'ش	'ش	'ش	Tr≠N4M			'1EE54	'0634	'0634	'0634	16. NFKC_CF-Font
'1EE57	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED KHAH	'𞹗	'خ	'خ	'خ	Tr≠N4M			'1EE57	'062E	'062E	'062E	16. NFKC_CF-Font
'1EE59	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED DAD	'𞹙	'ض	'ض	'ض	Tr≠N4M			'1EE59	'0636	'0636	'0636	16. NFKC_CF-Font
'1EE5B	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED GHAIN	'𞹛	'غ	'غ	'غ	Tr≠N4M			'1EE5B	'063A	'063A	'063A	16. NFKC_CF-Font
'1EE5D	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED DOTLESS NOON	'𞹝	'ں	'ں	'ں	Tr≠N4M			'1EE5D	'06BA	'06BA	'06BA	16. NFKC_CF-Font
'1EE5F	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAILED DOTLESS QAF	'𞹟	'ٯ	'ٯ	'ٯ	Tr≠N4M			'1EE5F	'066F	'066F	'066F	16. NFKC_CF-Font
'1EE61	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED BEH	'𞹡	'ب	'ب	'ب	Tr≠N4M			'1EE61	'0628	'0628	'0628	16. NFKC_CF-Font
'1EE62	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED JEEM	'𞹢	'ج	'ج	'ج	Tr≠N4M			'1EE62	'062C	'062C	'062C	16. NFKC_CF-Font
'1EE64	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED HEH	'𞹤	'ه	'ه	'ه	Tr≠N4M			'1EE64	'0647	'0647	'0647	16. NFKC_CF-Font
'1EE67	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED HAH	'𞹧	'ح	'ح	'ح	Tr≠N4M			'1EE67	'062D	'062D	'062D	16. NFKC_CF-Font
'1EE68	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED TAH	'𞹨	'ط	'ط	'ط	Tr≠N4M			'1EE68	'0637	'0637	'0637	16. NFKC_CF-Font
'1EE69	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED YEH	'𞹩	'ي	'ي	'ي	Tr≠N4M			'1EE69	'064A	'064A	'064A	16. NFKC_CF-Font
'1EE6A	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED KAF	'𞹪	'ك	'ك	'ك	Tr≠N4M			'1EE6A	'0643	'0643	'0643	16. NFKC_CF-Font
'1EE6C	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED MEEM	'𞹬	'م	'م	'م	Tr≠N4M			'1EE6C	'0645	'0645	'0645	16. NFKC_CF-Font
'1EE6D	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED NOON	'𞹭	'ن	'ن	'ن	Tr≠N4M			'1EE6D	'0646	'0646	'0646	16. NFKC_CF-Font
'1EE6E	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED SEEN	'𞹮	'س	'س	'س	Tr≠N4M			'1EE6E	'0633	'0633	'0633	16. NFKC_CF-Font
'1EE6F	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED AIN	'𞹯	'ع	'ع	'ع	Tr≠N4M			'1EE6F	'0639	'0639	'0639	16. NFKC_CF-Font
'1EE70	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED FEH	'𞹰	'ف	'ف	'ف	Tr≠N4M			'1EE70	'0641	'0641	'0641	16. NFKC_CF-Font
'1EE71	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED SAD	'𞹱	'ص	'ص	'ص	Tr≠N4M			'1EE71	'0635	'0635	'0635	16. NFKC_CF-Font
'1EE72	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED QAF	'𞹲	'ق	'ق	'ق	Tr≠N4M			'1EE72	'0642	'0642	'0642	16. NFKC_CF-Font
'1EE74	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED SHEEN	'𞹴	'ش	'ش	'ش	Tr≠N4M			'1EE74	'0634	'0634	'0634	16. NFKC_CF-Font
'1EE75	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED TEH	'𞹵	'ت	'ت	'ت	Tr≠N4M			'1EE75	'062A	'062A	'062A	16. NFKC_CF-Font
'1EE76	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED THEH	'𞹶	'ث	'ث	'ث	Tr≠N4M			'1EE76	'062B	'062B	'062B	16. NFKC_CF-Font
'1EE77	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED KHAH	'𞹷	'خ	'خ	'خ	Tr≠N4M			'1EE77	'062E	'062E	'062E	16. NFKC_CF-Font
'1EE79	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED DAD	'𞹹	'ض	'ض	'ض	Tr≠N4M			'1EE79	'0636	'0636	'0636	16. NFKC_CF-Font
'1EE7A	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED ZAH	'𞹺	'ظ	'ظ	'ظ	Tr≠N4M			'1EE7A	'0638	'0638	'0638	16. NFKC_CF-Font
'1EE7B	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED GHAIN	'𞹻	'غ	'غ	'غ	Tr≠N4M			'1EE7B	'063A	'063A	'063A	16. NFKC_CF-Font
'1EE7C	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED DOTLESS BEH	'𞹼	'ٮ	'ٮ	'ٮ	Tr≠N4M			'1EE7C	'066E	'066E	'066E	16. NFKC_CF-Font
'1EE7E	'6.1	'Lo	'Font	ARABIC MATHEMATICAL STRETCHED DOTLESS FEH	'𞹾	'ڡ	'ڡ	'ڡ	Tr≠N4M			'1EE7E	'06A1	'06A1	'06A1	16. NFKC_CF-Font
'1EE80	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED ALEF	'𞺀	'ا	'ا	'ا	Tr≠N4M			'1EE80	'0627	'0627	'0627	16. NFKC_CF-Font
'1EE81	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED BEH	'𞺁	'ب	'ب	'ب	Tr≠N4M			'1EE81	'0628	'0628	'0628	16. NFKC_CF-Font
'1EE82	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED JEEM	'𞺂	'ج	'ج	'ج	Tr≠N4M			'1EE82	'062C	'062C	'062C	16. NFKC_CF-Font
'1EE83	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED DAL	'𞺃	'د	'د	'د	Tr≠N4M			'1EE83	'062F	'062F	'062F	16. NFKC_CF-Font
'1EE84	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED HEH	'𞺄	'ه	'ه	'ه	Tr≠N4M			'1EE84	'0647	'0647	'0647	16. NFKC_CF-Font
'1EE85	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED WAW	'𞺅	'و	'و	'و	Tr≠N4M			'1EE85	'0648	'0648	'0648	16. NFKC_CF-Font
'1EE86	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED ZAIN	'𞺆	'ز	'ز	'ز	Tr≠N4M			'1EE86	'0632	'0632	'0632	16. NFKC_CF-Font
'1EE87	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED HAH	'𞺇	'ح	'ح	'ح	Tr≠N4M			'1EE87	'062D	'062D	'062D	16. NFKC_CF-Font
'1EE88	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED TAH	'𞺈	'ط	'ط	'ط	Tr≠N4M			'1EE88	'0637	'0637	'0637	16. NFKC_CF-Font
'1EE89	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED YEH	'𞺉	'ي	'ي	'ي	Tr≠N4M			'1EE89	'064A	'064A	'064A	16. NFKC_CF-Font
'1EE8B	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED LAM	'𞺋	'ل	'ل	'ل	Tr≠N4M			'1EE8B	'0644	'0644	'0644	16. NFKC_CF-Font
'1EE8C	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED MEEM	'𞺌	'م	'م	'م	Tr≠N4M			'1EE8C	'0645	'0645	'0645	16. NFKC_CF-Font
'1EE8D	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED NOON	'𞺍	'ن	'ن	'ن	Tr≠N4M			'1EE8D	'0646	'0646	'0646	16. NFKC_CF-Font
'1EE8E	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED SEEN	'𞺎	'س	'س	'س	Tr≠N4M			'1EE8E	'0633	'0633	'0633	16. NFKC_CF-Font
'1EE8F	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED AIN	'𞺏	'ع	'ع	'ع	Tr≠N4M			'1EE8F	'0639	'0639	'0639	16. NFKC_CF-Font
'1EE90	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED FEH	'𞺐	'ف	'ف	'ف	Tr≠N4M			'1EE90	'0641	'0641	'0641	16. NFKC_CF-Font
'1EE91	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED SAD	'𞺑	'ص	'ص	'ص	Tr≠N4M			'1EE91	'0635	'0635	'0635	16. NFKC_CF-Font
'1EE92	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED QAF	'𞺒	'ق	'ق	'ق	Tr≠N4M			'1EE92	'0642	'0642	'0642	16. NFKC_CF-Font
'1EE93	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED REH	'𞺓	'ر	'ر	'ر	Tr≠N4M			'1EE93	'0631	'0631	'0631	16. NFKC_CF-Font
'1EE94	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED SHEEN	'𞺔	'ش	'ش	'ش	Tr≠N4M			'1EE94	'0634	'0634	'0634	16. NFKC_CF-Font
'1EE95	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED TEH	'𞺕	'ت	'ت	'ت	Tr≠N4M			'1EE95	'062A	'062A	'062A	16. NFKC_CF-Font
'1EE96	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED THEH	'𞺖	'ث	'ث	'ث	Tr≠N4M			'1EE96	'062B	'062B	'062B	16. NFKC_CF-Font
'1EE97	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED KHAH	'𞺗	'خ	'خ	'خ	Tr≠N4M			'1EE97	'062E	'062E	'062E	16. NFKC_CF-Font
'1EE98	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED THAL	'𞺘	'ذ	'ذ	'ذ	Tr≠N4M			'1EE98	'0630	'0630	'0630	16. NFKC_CF-Font
'1EE99	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED DAD	'𞺙	'ض	'ض	'ض	Tr≠N4M			'1EE99	'0636	'0636	'0636	16. NFKC_CF-Font
'1EE9A	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED ZAH	'𞺚	'ظ	'ظ	'ظ	Tr≠N4M			'1EE9A	'0638	'0638	'0638	16. NFKC_CF-Font
'1EE9B	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LOOPED GHAIN	'𞺛	'غ	'غ	'غ	Tr≠N4M			'1EE9B	'063A	'063A	'063A	16. NFKC_CF-Font
'1EEA1	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK BEH	'𞺡	'ب	'ب	'ب	Tr≠N4M			'1EEA1	'0628	'0628	'0628	16. NFKC_CF-Font
'1EEA2	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK JEEM	'𞺢	'ج	'ج	'ج	Tr≠N4M			'1EEA2	'062C	'062C	'062C	16. NFKC_CF-Font
'1EEA3	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK DAL	'𞺣	'د	'د	'د	Tr≠N4M			'1EEA3	'062F	'062F	'062F	16. NFKC_CF-Font
'1EEA5	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK WAW	'𞺥	'و	'و	'و	Tr≠N4M			'1EEA5	'0648	'0648	'0648	16. NFKC_CF-Font
'1EEA6	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK ZAIN	'𞺦	'ز	'ز	'ز	Tr≠N4M			'1EEA6	'0632	'0632	'0632	16. NFKC_CF-Font
'1EEA7	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK HAH	'𞺧	'ح	'ح	'ح	Tr≠N4M			'1EEA7	'062D	'062D	'062D	16. NFKC_CF-Font
'1EEA8	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK TAH	'𞺨	'ط	'ط	'ط	Tr≠N4M			'1EEA8	'0637	'0637	'0637	16. NFKC_CF-Font
'1EEA9	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK YEH	'𞺩	'ي	'ي	'ي	Tr≠N4M			'1EEA9	'064A	'064A	'064A	16. NFKC_CF-Font
'1EEAB	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK LAM	'𞺫	'ل	'ل	'ل	Tr≠N4M			'1EEAB	'0644	'0644	'0644	16. NFKC_CF-Font
'1EEAC	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK MEEM	'𞺬	'م	'م	'م	Tr≠N4M			'1EEAC	'0645	'0645	'0645	16. NFKC_CF-Font
'1EEAD	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK NOON	'𞺭	'ن	'ن	'ن	Tr≠N4M			'1EEAD	'0646	'0646	'0646	16. NFKC_CF-Font
'1EEAE	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK SEEN	'𞺮	'س	'س	'س	Tr≠N4M			'1EEAE	'0633	'0633	'0633	16. NFKC_CF-Font
'1EEAF	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK AIN	'𞺯	'ع	'ع	'ع	Tr≠N4M			'1EEAF	'0639	'0639	'0639	16. NFKC_CF-Font
'1EEB0	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK FEH	'𞺰	'ف	'ف	'ف	Tr≠N4M			'1EEB0	'0641	'0641	'0641	16. NFKC_CF-Font
'1EEB1	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK SAD	'𞺱	'ص	'ص	'ص	Tr≠N4M			'1EEB1	'0635	'0635	'0635	16. NFKC_CF-Font
'1EEB2	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK QAF	'𞺲	'ق	'ق	'ق	Tr≠N4M			'1EEB2	'0642	'0642	'0642	16. NFKC_CF-Font
'1EEB3	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK REH	'𞺳	'ر	'ر	'ر	Tr≠N4M			'1EEB3	'0631	'0631	'0631	16. NFKC_CF-Font
'1EEB4	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK SHEEN	'𞺴	'ش	'ش	'ش	Tr≠N4M			'1EEB4	'0634	'0634	'0634	16. NFKC_CF-Font
'1EEB5	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK TEH	'𞺵	'ت	'ت	'ت	Tr≠N4M			'1EEB5	'062A	'062A	'062A	16. NFKC_CF-Font
'1EEB6	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK THEH	'𞺶	'ث	'ث	'ث	Tr≠N4M			'1EEB6	'062B	'062B	'062B	16. NFKC_CF-Font
'1EEB7	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK KHAH	'𞺷	'خ	'خ	'خ	Tr≠N4M			'1EEB7	'062E	'062E	'062E	16. NFKC_CF-Font
'1EEB8	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK THAL	'𞺸	'ذ	'ذ	'ذ	Tr≠N4M			'1EEB8	'0630	'0630	'0630	16. NFKC_CF-Font
'1EEB9	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK DAD	'𞺹	'ض	'ض	'ض	Tr≠N4M			'1EEB9	'0636	'0636	'0636	16. NFKC_CF-Font
'1EEBA	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK ZAH	'𞺺	'ظ	'ظ	'ظ	Tr≠N4M			'1EEBA	'0638	'0638	'0638	16. NFKC_CF-Font
'1EEBB	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DOUBLE-STRUCK GHAIN	'𞺻	'غ	'غ	'غ	Tr≠N4M			'1EEBB	'063A	'063A	'063A	16. NFKC_CF-Font
'FB26	'1.1	'Lo	'Font	HEBREW LETTER WIDE FINAL MEM	'ם	'מ	'ם	'מ	Tr≠N4M	Tr≠NF		'05DD	'05DE	'05DD	'05DE	04+. final_form
'FC5E	'1.1	'Lo	'Iso	ARABIC LIGATURE SHADDA WITH DAMMATAN ISOLATED FORM	'ٌّ	'ٌّ	' ٌّ	' ٌّ		Tr≠NF	Tr≠UCA	'064C 0651	'064C 0651	'0020 064C 0651	'0020 064C 0651	04+. fixed_NFKC
'FC5F	'1.1	'Lo	'Iso	ARABIC LIGATURE SHADDA WITH KASRATAN ISOLATED FORM	'ٍّ	'ٍّ	' ٍّ	' ٍّ		Tr≠NF	Tr≠UCA	'064D 0651	'064D 0651	'0020 064D 0651	'0020 064D 0651	04+. fixed_NFKC
'FC60	'1.1	'Lo	'Iso	ARABIC LIGATURE SHADDA WITH FATHA ISOLATED FORM	'َّ	'َّ	' َّ	' َّ		Tr≠NF	Tr≠UCA	'064E 0651	'064E 0651	'0020 064E 0651	'0020 064E 0651	04+. fixed_NFKC
'FC61	'1.1	'Lo	'Iso	ARABIC LIGATURE SHADDA WITH DAMMA ISOLATED FORM	'ُّ	'ُّ	' ُّ	' ُّ		Tr≠NF	Tr≠UCA	'064F 0651	'064F 0651	'0020 064F 0651	'0020 064F 0651	04+. fixed_NFKC
'FC62	'1.1	'Lo	'Iso	ARABIC LIGATURE SHADDA WITH KASRA ISOLATED FORM	'ِّ	'ِّ	' ِّ	' ِّ		Tr≠NF	Tr≠UCA	'0650 0651	'0650 0651	'0020 0650 0651	'0020 0650 0651	04+. fixed_NFKC
'FC63	'1.1	'Lo	'Iso	ARABIC LIGATURE SHADDA WITH SUPERSCRIPT ALEF ISOLATED FORM	'ّٰ	'ّٰ	' ّٰ	' ّٰ		Tr≠NF	Tr≠UCA	'0651 0670	'0651 0670	'0020 0651 0670	'0020 0651 0670	04+. fixed_NFKC
'FDFA	'1.1	'Lo	'Iso	ARABIC LIGATURE SALLALLAHOU ALAYHE WASALLAM	'ﷺ	'ﷺ	'صلى الله عليه وسلم	'صلى الله عليه وسلم		Tr≠NF	Tr≠UCA	'FDFA	'FDFA	'0635 0644 0649 0020 0627 0644 0644 0647 0020 0639 0644 064A 0647 0020 0648 0633 0644 0645	'0635 0644 0649 0020 0627 0644 0644 0647 0020 0639 0644 064A 0647 0020 0648 0633 0644 0645	14 Skip decomp contains «[\ ]» (and isn't singleton)
