349E	2D3165
9BD2	235759
9BD3	23576C
9BD4	235834
9BD5	235823
9BD6	47577A
9BD7	235777
9BDB	23582D
9BE1	23582C
9BE2	23582F
9BE3	4D5858
9BE4	235827
9BE7	21617E
9BE8	21617D
9BEB	23577C
9BF0	235831
9BF1	23582B
9BF2	69724E
9BF5	4D594E
9BFD	396223
9BFF	23583E
9C02	235852
9C04	23584D
9C06	235843
9C08	23584B
9C09	23585C
9C0A	235849
9C0C	2D6222
9C0D	216222
9C10	235854
9C12	235859
9C13	216221
9C14	23584C
9C15	235844
9C1B	2F5870
9C1C	235866
9C21	235878
9C23	23586E
9C24	235879
9C25	216225
9C28	235871
9C2D	216224
9C2E	235870
9C2F	235869
9C30	697260
9C31	216226
9C32	235925
9C33	23592A
9C35	235932
9C37	235934
9C39	235929
9C3A	47594E
9C3B	216228
9C3E	216227
9C44	235926
9C46	23587E
9C47	235930
9C48	235928
9C49	21622C
9C51	2F585C
9C52	235938
9C53	2D6229
9C54	216229
9C56	21622B
9C57	21622A
9C58	23593B
9C5A	697265
9C5F	235955
9C60	235956
9C63	235949
9C67	23594F
9C68	23595B
9C6D	235958
9C6E	23595E
9C6F	23595C
9C76	355739
9C77	21622D
9C78	21622E
9C7A	23596B
9C7B	336179
9C7C	276174
9C7F	276175
9C81	276176
9C82	29565D
9C85	29593A
9C86	295721
9C87	295729
9C88	27622E
9C8B	295731
9C8D	276177
9C8E	295955
9C90	29572B
9C91	29573C
9C92	29573D
9C94	27617A
9C95	295742
9C9A	295958
9C9B	276178
9C9C	276179
9C9E	295739
9C9F	29593B
9CA0	29575F
9CA1	29596B
9CA2	276226
9CA3	295929
9CA4	27617C
9CA5	29586E
9CA6	4D5934
9CA7	29576E
9CA8	27617B
9CA9	295756
9CAB	276223
9CAD	29577A
9CAE	295822
9CB0	29577C
9CB1	29582C
9CB2	295827
9CB3	27617E
9CB4	295828
9CB5	29582F
9CB6	295831
9CB7	29582D
9CB8	27617D
9CBA	295825
9CBB	295834
9CBC	295940
9CBD	29584B
9CC3	276221
9CC4	295854
9CC5	276222
9CC6	295859
9CC7	29585C
9CCA	29583E
9CCB	29586A
9CCC	295925
9CCD	276224
9CCE	295871
9CCF	276225
9CD0	4D5875
9CD3	29592A
9CD4	276227
9CD5	295928
9CD6	27622C
9CD7	276228
9CD8	295932
9CD9	295921
9CDC	27622B
9CDD	276229
9CDE	27622A
9CDF	295938
9CE2	29594F
9CE5	21622F
9CE7	235973
9CE9	216230
9CEB	2D5F43
9CEC	2F5973
9CF0	235974
9CF2	235977
9CF3	216233
9CF4	216232
9CF6	216231
9CF7	235A23
9CF8	235A2C
9D02	235A21
9D03	235A22
9D04	235A24
9D06	216234
9D07	235A28
9D08	335F43
9D09	216235
9D12	4B623B
9D15	216236
9D1B	21623A
9D1D	235A44
9D1E	235A3F
9D1F	235A48
9D23	216237
9D25	235A30
9D26	216239
9D28	216238
9D2A	235A2F
9D2B	693C32
9D2C	4B6247
9D30	235A65
9D36	235A53
9D3B	21623C
9D3D	235A6B
9D3E	235A63
9D3F	21623D
9D40	235A69
9D41	235A4F
9D42	235A68
9D44	2F5A48
9D46	4D5A6C
9D48	69727E
9D49	4B624F
9D50	4D5C6B
9D51	21623F
9D52	235B2A
9D53	235A75
9D59	235A7B
9D5A	235B26
9D5C	235A70
9D5D	216241
9D5E	2D6241
9D60	216240
9D61	21623E
9D64	697323
9D69	235B47
9D6A	216244
9D6C	216245
9D6F	235B52
9D70	335F49
9D72	216243
9D76	2D6235
9D77	235B2C
9D78	235B3F
9D7A	235B2F
9D7B	235B4D
9D7E	235B42
9D83	235B4F
9D87	235B35
9D89	216242
9D8A	235B2E
9D8F	4B5F4C
9D92	235B5E
9D96	235B70
9D98	235B60
9D9A	235B6B
9DA1	235B6A
9DA4	235B66
9DA9	235B59
9DAA	235B67
9DAB	4D5B35
9DAC	235C34
9DAF	216247
9DB1	235B74
9DB2	235C36
9DB4	216246
9DB6	235B76
9DB8	235B7B
9DB9	235C32
9DBA	235B7C
9DBB	235C28
9DBC	235B77
9DC0	235B79
9DC1	235B7A
9DC2	216248
9DC3	235C27
9DC4	2D5F4C
9DC6	4D5B7E
9DC7	235C22
9DCF	235B7E
9DD3	216249
9DD6	235C45
9DD7	21624A
9DD9	235C3E
9DDE	235C46
9DDF	235C3A
9DE5	21624B
9DE6	235C6C
9DE9	235C4F
9DEB	235C5F
9DED	235C6A
9DEE	235C6D
9DEF	235C65
9DF0	3F4A28
9DF2	235C57
9DF8	235C5B
9DF9	21624C
9DFA	21624D
9DFC	235C5C
9DFD	235C7E
9E02	225021
9E07	235C71
9E0E	235D27
9E11	235D2B
9E15	235D36
9E18	235D37
9E1A	21624E
9E1B	235D3A
9E1C	235D39
9E1D	235D3B
9E1E	21624F
9E1F	27622F
9E20	276230
9E21	275F4C
9E22	276231
9E23	276232
9E25	27624A
9E26	276235
9E28	295A28
9E29	276234
9E2A	276237
9E2B	295B35
9E2C	295D36
9E2D	276238
9E2F	276239
9E31	295A48
9E32	295A44
9E33	27623A
9E35	276236
9E36	27624B
9E37	295C3E
9E38	295A59
9E39	295A65
9E3A	295A68
9E3D	27623D
9E3E	27624F
9E3F	27623C
9E41	295A75
9E42	295D3B
9E43	27623F
9E44	276240
9E45	276241
9E46	295B2A
9E47	295C49
9E48	295A70
9E49	27623E
9E4A	276243
9E4B	295B6C
9E4C	276244
9E4E	295B52
9E4F	276245
9E51	276242
9E55	295B60
9E57	295B6B
9E58	295C28
9E5A	295B79
9E5B	295B5C
9E5C	295B59
9E5E	276248
9E63	295B77
9E64	276246
9E66	27624E
9E67	276249
9E68	295C47
9E69	295C65
9E6A	295C6C
9E6B	295C57
9E6C	295C5B
9E6D	27624D
9E70	27624C
9E71	295D29
9E73	295D3A
9E75	235D3C
9E79	216250
9E7A	235D42
9E7B	235D43
9E7C	216252
9E7D	216251
9E7E	295D42
9E7F	216253
9E80	235D47
9E81	4D5D49
9E82	216254
9E83	235D48
9E84	235D49
9E87	235D4F
9E88	235D4B
9E8B	216255
9E8C	235D58
9E90	235D55
9E91	235D5C
9E92	216257
9E93	216258
9E95	235D5A
9E97	216256
9E9B	235D5D
9E9D	216259
9E9E	235D66
9E9F	21625A
9EA4	2F5D49
9EA5	21625B
9EA6	27625B
9EA9	21625C
9EAA	33625E
9EAD	235D77
9EAF	235D79
9EB0	235D7A
9EB4	21625D
9EB5	21625E
9EB8	4B625C
9EBB	21625F
9EBC	216260
9EBD	4B6260
9EBE	216261
9EBF	694B7B
9EC1	235E30
9EC3	216262
9EC4	2D6262
9EC6	235E35
9EC8	235E37
9EC9	2F5E42
9ECC	235E42
9ECD	216263
9ECE	216264
9ECF	216265
9ED0	235E4A
9ED1	216266
9ED2	4B6266
9ED3	235E4C
9ED4	216269
9ED8	216268
9ED9	4B6268
9EDA	235E53
9EDB	21626C
9EDC	21626B
9EDD	21626D
9EDE	21626A
9EDF	235E55
9EE0	21626E
9EE2	707771
9EE3	235E57
9EE5	235E59
9EE7	235E5C
9EE8	21626F
9EE9	276272
9EEA	295E6A
9EEE	235E60
9EEF	216270
9EF0	235E66
9EF4	216271
9EF6	235E6F
9EF7	216272
9EF9	235E74
9EFB	235E76
9EFC	235E77
9EFD	235E7A
9EFE	295E7A
9EFF	235E7C
9F02	235E7D
9F04	2D5664
9F05	2D5675
9F07	216273
9F08	2D622C
9F0B	295E7C
9F0D	295F2B
9F0E	216274
9F0F	235F2F
9F10	235F31
9F12	235F32
9F13	216275
9F15	216276
9F16	235F33
9F17	235F34
9F19	216277
9F1A	235F37
9F20	216278
9F21	4B6278
9F22	235F45
9F26	235F49
9F2B	235F48
9F2C	216279
9F2F	235F53
9F34	21627A
9F37	235F5F
9F39	235F5E
9F3B	21627B
9F3D	235F64
9F3E	21627C
9F41	235F69
9F44	4D5F70
9F45	235F6D
9F46	235F6F
9F48	235F71
9F49	235F73
9F4A	21627D
9F4B	21627E
9F4E	235F79
9F4F	235F7B
9F50	27627D
9F51	295F7B
9F52	216321
9F54	235F7C
9F55	235F7E
9F57	236023
9F5C	216326
9F5F	216322
9F60	236028
9F61	456324
9F62	4B6324
9F63	216323
9F66	216325
9F67	337345
9F69	333623
9F6A	216328
9F6C	216327
9F6E	23603F
9F6F	236040
9F72	21632A
9F76	236047
9F77	216329
9F7F	276321
9F80	295F7C
9F83	276322
9F84	276324
9F85	29602B
9F86	296028
9F87	276326
9F88	276325
9F89	276327
9F8A	276328
9F8B	27632A
9F8C	276329
9F8D	21632B
9F8E	23605B
9F90	213D2D
9F93	236061
9F94	21632C
9F95	236062
9F99	27632B
9F9A	27632C
9F9B	296062
9F9C	21632D
9F9D	2D4F29
9F9F	27632D
9FA0	23606B
9FA2	393577
9FA4	236072
9FA5	236071
212C4	217559
2251B	222A34
22C4D	223339
